date,sales,volume,final,clear,ssn,time,model_year,model,make
1/2/2017,17598,18790,20375,24428,287-66-7178,3:16 AM,2007,9-3,Saab
3/12/2017,12003,13905,26320,35142,569-18-8466,7:22 AM,2010,Land Cruiser,Toyota
5/11/2017,15269,24001,23937,26904,285-84-7579,3:02 AM,2010,Eos,Volkswagen
2/27/2017,10679,18328,24389,18929,421-99-6141,9:48 AM,1993,M5,BMW
5/21/2017,10319,24152,27638,26038,113-98-5386,3:50 PM,2008,Ranger,Ford
9/30/2017,14732,16936,25355,12733,452-47-3171,9:39 PM,1967,Falcon,Ford
7/6/2017,16569,14871,25019,30599,786-90-2008,11:16 PM,2004,DeVille,Cadillac
9/13/2017,14556,19605,28062,39436,457-57-1292,3:16 AM,1989,6000,Pontiac
8/2/2017,19536,25068,25662,29584,731-51-2414,4:20 PM,1992,Impulse,Isuzu
7/14/2017,11797,10213,28768,33837,488-63-4619,6:29 PM,1992,Corsica,Chevrolet
9/26/2017,13522,27032,25403,30137,878-89-3164,6:38 AM,2001,Prowler,Chrysler
12/21/2016,13535,28774,22087,27470,103-30-5733,10:34 AM,2010,Odyssey,Honda
7/29/2017,11064,19655,25483,27214,446-85-1955,12:35 PM,2006,F-250 Super Duty,Ford
8/25/2017,18535,21308,22898,22878,558-67-4855,11:20 PM,1989,Chariot,Mitsubishi
4/24/2017,17133,18732,23190,15973,112-47-8215,9:27 PM,2005,Ascender,Isuzu
5/28/2017,19942,25581,29492,38685,739-12-1961,11:02 PM,2003,Altima,Nissan
2/10/2017,15278,22477,27393,14385,422-58-2358,7:35 PM,2012,Pathfinder,Nissan
11/6/2016,12309,15673,24144,21367,898-53-8769,12:50 AM,2002,Cooper,MINI
4/5/2017,13451,28332,27830,24612,605-90-7318,9:54 PM,1993,SJ,Suzuki
5/5/2017,15244,26488,28417,33261,623-03-9918,12:00 AM,2008,Element,Honda
2/14/2017,16726,15053,28559,17857,191-08-7400,6:20 AM,2005,Forester,Subaru
5/16/2017,11640,26931,20548,21240,783-09-1598,4:51 PM,2000,Escalade,Cadillac
3/1/2017,11870,25069,28274,14246,824-01-0159,12:18 PM,1996,Pathfinder,Nissan
10/20/2016,12934,26231,25966,15038,540-60-9316,2:10 PM,2012,CT,Lexus
9/24/2017,14112,22555,23810,26279,448-62-0517,4:24 PM,1986,Lynx,Mercury
9/18/2017,11887,17093,25688,18784,576-66-2996,8:53 PM,2009,M3,BMW
10/3/2016,16154,22245,22214,26157,175-66-6580,6:47 PM,2000,Lanos,Daewoo
3/28/2017,15534,25075,23954,25586,714-77-7084,11:30 PM,2007,Miata MX-5,Mazda
2/2/2017,18346,29659,28970,36333,328-11-3917,1:56 AM,1993,LeSabre,Buick
10/11/2016,10132,21942,20725,29477,762-36-4631,2:33 PM,1973,Monte Carlo,Chevrolet
3/21/2017,14798,24409,21905,31846,298-89-1919,8:05 PM,2010,H3T,Hummer
3/17/2017,18925,26460,23380,32780,493-62-4559,4:43 AM,2007,C8,Spyker
6/7/2017,19288,26747,25460,21491,394-61-3877,8:53 PM,2007,Murano,Nissan
3/13/2017,12317,19711,20138,28516,110-02-8243,5:20 PM,1999,SLK-Class,Mercedes-Benz
6/6/2017,13598,14625,25042,24266,734-50-3303,11:31 PM,1971,Camaro,Chevrolet
12/20/2016,11012,28842,27845,35218,190-54-4166,6:46 AM,2000,A6,Audi
5/7/2017,18116,28760,22352,17124,707-78-3065,7:19 PM,2002,Park Avenue,Buick
1/5/2017,13894,18027,22265,37750,324-07-9145,7:59 PM,2008,Tundra,Toyota
9/24/2017,11236,11753,27490,19430,380-95-3501,8:18 AM,1999,3 Series,BMW
11/2/2016,12044,27162,27671,29195,321-56-6687,9:22 AM,2003,E250,Ford
7/12/2017,18435,15351,29672,38517,280-57-6933,9:33 PM,2009,Expedition EL,Ford
8/24/2017,14423,28410,27867,37567,152-36-0864,5:36 AM,1989,Town Car,Lincoln
5/5/2017,18918,17715,27039,36562,489-76-3221,3:27 PM,2011,Impala,Chevrolet
8/5/2017,11072,20627,22605,30974,153-08-5786,12:14 PM,1997,Cirrus,Chrysler
9/25/2017,19068,27147,26969,15967,411-32-9829,7:07 AM,1999,Explorer,Ford
9/29/2017,14845,24433,24178,20533,672-82-0851,10:11 AM,1967,Bonneville,Pontiac
1/9/2017,10644,28375,22738,27347,168-65-8712,5:11 AM,1999,Z3,BMW
9/29/2017,13253,13641,22436,25254,559-65-5827,8:41 PM,1999,Prowler,Plymouth
8/16/2017,15661,25453,23701,23399,800-43-7845,5:51 AM,1996,Ranger,Ford
11/25/2016,18828,10302,25447,14892,314-90-7454,7:46 AM,2004,Grand Prix,Pontiac
5/11/2017,16178,12736,24165,11585,209-47-5307,12:09 AM,1992,Legend,Acura
12/10/2016,12769,17856,22419,32395,143-48-5618,7:15 AM,2002,B-Series Plus,Mazda
3/3/2017,14222,12319,23841,21243,567-02-6089,8:34 AM,1998,Suburban 2500,Chevrolet
12/29/2016,11161,29215,26196,28183,799-15-6020,2:24 PM,1992,Q,Infiniti
12/13/2016,17638,11375,28071,33767,239-63-8666,9:01 AM,1990,Legend,Acura
2/10/2017,11785,11576,28185,29428,149-03-4439,4:23 AM,2006,Yukon XL,GMC
12/11/2016,13067,19870,26735,13417,203-31-5260,12:22 AM,1963,Avanti,Studebaker
7/9/2017,11148,18927,28085,35369,346-96-9761,4:49 AM,1999,Esteem,Suzuki
2/14/2017,12972,22442,25591,23013,743-37-4510,12:46 AM,2004,Element,Honda
11/6/2016,10833,13485,28742,14453,892-89-4164,11:57 PM,2003,Dakota,Dodge
9/20/2017,10089,18625,20446,19008,432-11-6354,1:21 PM,2006,STS-V,Cadillac
8/5/2017,15009,22507,26478,26575,802-18-7091,7:28 AM,2002,SC,Lexus
12/3/2016,11309,22699,27508,14234,812-48-7182,6:25 AM,1981,Grand Prix,Pontiac
5/16/2017,11589,14946,27349,25531,624-26-3550,10:57 AM,2008,Mazdaspeed 3,Mazda
12/21/2016,12195,25937,26883,27201,611-41-8656,9:30 PM,2002,Tribute,Mazda
7/1/2017,13706,26376,25628,29172,235-13-5581,9:26 PM,1989,200,Audi
8/8/2017,12955,15831,23235,36849,696-19-5805,4:40 PM,2003,Escape,Ford
1/9/2017,18063,13190,25058,34606,705-74-6512,8:24 AM,1998,Caravan,Dodge
4/11/2017,19839,24620,23843,26801,753-63-6553,5:55 PM,1999,Sienna,Toyota
1/29/2017,16182,18702,27643,26412,128-50-3118,9:25 PM,2003,Town & Country,Chrysler
8/20/2017,19393,22966,28261,21294,775-72-6850,9:35 PM,1992,Camry,Toyota
2/8/2017,15912,14402,26322,26342,103-53-6323,12:41 AM,1991,900,Saab
5/12/2017,14424,22638,28221,13778,631-81-1699,11:45 AM,2006,Mariner,Mercury
1/14/2017,12687,17510,29667,15243,661-57-5468,6:23 AM,2013,Focus,Ford
8/29/2017,12766,28335,20844,19064,755-37-7776,9:39 PM,2004,C8 Spyder,Spyker
2/2/2017,15250,29492,24305,33598,114-39-6875,4:49 PM,2006,Silverado,Chevrolet
6/5/2017,12925,14678,27226,16957,300-96-1467,6:24 AM,1998,Montero Sport,Mitsubishi
5/7/2017,15942,29538,26005,16085,295-27-3481,4:59 AM,1985,Cougar,Mercury
3/23/2017,18047,26831,22134,12238,749-75-2906,10:54 AM,2009,Yaris,Toyota
6/21/2017,18600,25602,29716,17271,630-88-8081,10:09 PM,2006,Highlander,Toyota
7/18/2017,10943,16352,21233,19883,380-82-6649,10:52 AM,2011,E-Class,Mercedes-Benz
9/8/2017,11031,18302,28278,28925,326-17-5513,7:07 AM,2012,TSX,Acura
2/17/2017,19615,22592,24826,33403,491-45-0787,8:25 AM,1989,Sidekick,Suzuki
5/13/2017,16741,29154,28056,28299,182-16-1960,5:39 PM,1990,Town Car,Lincoln
7/10/2017,14941,22108,21889,33373,820-12-1112,4:02 AM,2004,Grand Cherokee,Jeep
5/20/2017,19625,27449,27973,32000,497-19-2360,3:40 AM,1994,Vigor,Acura
11/9/2016,15648,14714,27598,37059,142-42-9718,2:00 AM,1981,Camaro,Chevrolet
8/31/2017,15840,13310,29391,24075,273-84-7939,4:08 AM,2005,Explorer Sport Trac,Ford
3/25/2017,10949,20431,21524,36512,251-32-2470,8:08 PM,2006,LS,Lexus
12/27/2016,17654,26726,21180,22069,889-90-0589,6:26 AM,2003,Avalon,Toyota
11/29/2016,10520,21375,25810,27155,112-96-9693,9:11 AM,2004,C-Class,Mercedes-Benz
1/27/2017,15420,26877,21334,15995,160-75-5741,2:27 PM,2005,Rainier,Buick
8/5/2017,15934,24093,21859,36134,550-70-5253,7:11 AM,2011,E-Series,Ford
3/5/2017,17875,28956,24141,32287,375-84-6038,8:49 AM,2010,M3,BMW
3/15/2017,16468,28038,24575,29003,776-21-4833,3:29 AM,2004,PT Cruiser,Chrysler
7/5/2017,18408,27222,25765,36421,730-67-6651,5:08 PM,2007,Fit,Honda
8/28/2017,10024,21485,24214,10439,121-37-7653,5:45 AM,1995,2500,Chevrolet
11/7/2016,19693,10064,27963,29528,196-13-4668,4:43 AM,2010,Genesis,Hyundai
3/8/2017,18264,10897,28690,22036,305-75-5774,7:40 AM,2002,Econoline E350,Ford
2/4/2017,13521,12656,25098,38947,810-58-5335,1:04 AM,1993,300CE,Mercedes-Benz
3/13/2017,19950,12791,27678,34142,554-42-9570,7:51 PM,2004,Z4,BMW
3/22/2017,10359,23148,23524,28409,720-62-3163,9:11 AM,2001,Firebird,Pontiac
9/22/2017,13554,26307,23515,34109,243-52-2854,11:36 AM,2011,Taurus,Ford
3/22/2017,17385,27011,22481,21577,688-98-0730,6:47 AM,2011,SLS-Class,Mercedes-Benz
